Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
2,GBPUSD,Sell,06.07.2021 04:45:00,1.38668,0.1,06.07.2021 12:15:40,1.3852,7h 30m,14.3,14.3,-0.5,14.3,14.3,14.8,14.8,0.14,0.14,tp 1.38520,IS
4,GBPUSD,Sell,08.07.2021 08:45:00,1.37886,0.1,08.07.2021 09:54:40,1.37728,1h 9m,15.3,29.6,-0.5,15.3,29.6,15.8,30.6,0.15,0.3,tp 1.37728,IS
6,GBPUSD,Sell,09.07.2021 08:15:00,1.37812,0.1,09.07.2021 09:32:00,1.37638,1h 17m,16.9,46.5,-0.5,16.9,46.5,17.4,48,0.17,0.46,tp 1.37638,IS
8,GBPUSD,Sell,12.07.2021 04:15:00,1.39055,0.1,12.07.2021 06:24:40,1.38886,2h 9m,16.4,62.9,-0.5,16.4,62.9,16.9,64.9,0.16,0.63,tp 1.38886,IS
10,GBPUSD,Sell,15.07.2021 08:30:00,1.38479,0.1,15.07.2021 10:27:40,1.38326,1h 57m,14.8,77.7,-0.5,14.8,77.7,15.3,80.2,0.15,0.77,tp 1.38326,IS
12,GBPUSD,Sell,16.07.2021 03:15:00,1.38337,0.1,16.07.2021 09:51:40,1.3817,6h 36m,16.2,93.9,-0.5,16.2,93.9,16.7,96.9,0.16,0.94,tp 1.38170,IS
14,GBPUSD,Sell,21.07.2021 12:00:00,1.36284,0.1,21.07.2021 14:01:40,1.36059,2h 1m,22,115.9,-0.5,22,115.9,22.5,119.4,0.22,1.15,tp 1.36059,IS
16,GBPUSD,Sell,22.07.2021 09:30:00,1.37323,0.1,22.07.2021 10:04:40,1.37498,34m 40s,-18,97.9,-0.5,-18,97.9,-17.5,101.9,-0.18,0.98,sl 1.37498,IS
18,GBPUSD,Sell,23.07.2021 02:15:00,1.3772,0.1,23.07.2021 09:04:40,1.37544,6h 49m,17.1,115,-0.5,17.1,115,17.6,119.5,0.17,1.14,tp 1.37544,IS
20,GBPUSD,Sell,26.07.2021 10:30:00,1.37644,0.1,26.07.2021 11:17:20,1.37472,47m 20s,16.7,131.7,-0.5,16.7,131.7,17.2,136.7,0.17,1.31,tp 1.37472,IS
22,GBPUSD,Sell,27.07.2021 03:00:00,1.38262,0.1,27.07.2021 06:54:40,1.38343,3h 54m,-8.6,123.1,-0.5,-8.6,123.1,-8.1,128.6,-0.08,1.22,sl 1.38343,IS
24,GBPUSD,Sell,28.07.2021 03:15:00,1.3887,0.1,28.07.2021 08:00:40,1.38708,4h 45m,15.7,138.8,-0.5,15.7,138.8,16.2,144.8,0.16,1.38,tp 1.38708,IS
26,GBPUSD,Sell,29.07.2021 08:30:00,1.3936,0.1,29.07.2021 10:02:40,1.39514,1h 32m,-15.9,122.9,-0.5,-15.9,122.9,-15.4,129.4,-0.16,1.22,sl 1.39514,IS
28,GBPUSD,Sell,30.07.2021 10:15:00,1.39573,0.1,30.07.2021 16:32:40,1.39437,6h 17m,13.1,136,-0.5,13.1,136,13.6,143,0.13,1.35,tp 1.39437,IS
30,GBPUSD,Sell,04.08.2021 05:00:00,1.39235,0.1,04.08.2021 06:03:40,1.39345,1h 3m,-11.5,124.5,-0.5,-11.5,124.5,-11,132,-0.11,1.24,sl 1.39345,IS
32,GBPUSD,Sell,05.08.2021 03:15:00,1.38947,0.1,05.08.2021 05:36:40,1.38827,2h 21m,11.5,136,-0.5,11.5,136,12,144,0.11,1.35,tp 1.38827,IS
34,GBPUSD,Sell,06.08.2021 10:00:00,1.39284,0.1,06.08.2021 10:10:00,1.39171,10m 0s,10.8,146.8,-0.5,10.8,146.8,11.3,155.3,0.11,1.46,tp 1.39171,IS
36,GBPUSD,Sell,12.08.2021 02:30:00,1.38691,0.1,12.08.2021 06:52:40,1.38776,4h 22m,-9,137.8,-0.5,-9,137.8,-8.5,146.8,-0.09,1.37,sl 1.38776,IS
38,GBPUSD,Sell,16.08.2021 14:30:00,1.38735,0.1,16.08.2021 16:32:20,1.38555,2h 2m,17.5,155.3,-0.5,17.5,155.3,18,164.8,0.17,1.54,tp 1.38555,IS
40,GBPUSD,Sell,24.08.2021 07:45:00,1.37239,0.1,24.08.2021 11:15:40,1.37133,3h 30m,10.1,165.4,-0.5,10.1,165.4,10.6,175.4,0.1,1.64,tp 1.37133,IS
42,GBPUSD,Sell,25.08.2021 08:15:30,1.37219,0.1,25.08.2021 10:30:40,1.37271,2h 15m,-5.7,159.7,-0.5,-5.7,159.7,-5.2,170.2,-0.06,1.59,sl 1.37271,IS
44,GBPUSD,Sell,30.08.2021 04:30:00,1.3769,0.1,30.08.2021 10:31:00,1.37536,6h 1m,14.9,174.6,-0.5,14.9,174.6,15.4,185.6,0.15,1.73,tp 1.37536,IS
46,GBPUSD,Sell,31.08.2021 14:45:00,1.37882,0.1,31.08.2021 16:06:40,1.37694,1h 21m,18.3,192.9,-0.5,18.3,192.9,18.8,204.4,0.18,1.91,tp 1.37694,IS
48,GBPUSD,Sell,02.09.2021 03:15:00,1.3776,0.1,02.09.2021 04:38:00,1.37833,1h 23m,-7.8,185.1,-0.5,-7.8,185.1,-7.3,197.1,-0.08,1.84,sl 1.37833,IS
50,GBPUSD,Sell,03.09.2021 03:15:00,1.38413,0.1,03.09.2021 08:49:59,1.38426,5h 34m,-1.8,183.3,-0.5,-1.8,183.3,-1.3,195.8,-0.02,1.82,sl 1.38426,IS
52,GBPUSD,Sell,08.09.2021 14:15:00,1.37723,0.1,08.09.2021 17:28:40,1.37549,3h 13m,16.9,200.2,-0.5,16.9,200.2,17.4,213.2,0.17,1.98,tp 1.37549,IS
54,GBPUSD,Sell,09.09.2021 09:45:00,1.37743,0.1,09.09.2021 10:23:40,1.37857,38m 40s,-11.9,188.3,-0.5,-11.9,188.3,-11.4,201.8,-0.12,1.87,sl 1.37857,IS
56,GBPUSD,Sell,10.09.2021 03:15:00,1.38448,0.1,10.09.2021 05:19:00,1.38493,2h 4m,-5,183.3,-0.5,-5,183.3,-4.5,197.3,-0.05,1.82,sl 1.38493,IS
58,GBPUSD,Sell,13.09.2021 02:30:00,1.38397,0.1,13.09.2021 06:00:40,1.38437,3h 30m,-4.5,178.8,-0.5,-4.5,178.8,-4,193.3,-0.04,1.77,sl 1.38437,IS
60,GBPUSD,Sell,14.09.2021 03:45:00,1.38423,0.1,14.09.2021 05:43:00,1.38522,1h 58m,-10.4,168.4,-0.5,-10.4,168.4,-9.9,183.4,-0.1,1.67,sl 1.38522,IS
62,GBPUSD,Sell,16.09.2021 14:30:00,1.38307,0.1,16.09.2021 15:46:40,1.3813,1h 16m,17.2,185.6,-0.5,17.2,185.6,17.7,201.1,0.17,1.84,tp 1.38130,IS
